gse_id,species,catalog_species,protocol,nrows,ncols,n_genes,nnz,density,is_usa,pz_bytes,raw_int32_bytes,ratio,bits_per_nz,codec,has_transpose,has_obs_var,num_chunks
GSE137818,Mus musculus,Mus musculus,10x_suspect,171540,65243,57180,33565088,0.002999,True,33484728,268781680,8.027,7.981,vocsc+zstd,False,True,64
GSE137829,Homo sapiens,Homo sapiens,10x_suspect,115818,36698,38606,95345397,0.022433,True,78085994,762909972,9.77,6.552,vocsc+zstd,False,True,36
GSE137846,Homo sapiens,,,115818,7454,38606,13838219,0.016029,True,13578907,110735572,8.155,7.85,vocsc+zstd,False,True,8
GSE137950,Homo sapiens,Homo sapiens,seqwell,115818,1817,38606,4513734,0.021449,True,4710767,36117144,7.667,8.349,vocsc+zstd,False,True,2
GSE137971,Danio rerio,Danio rerio,10xv2,97560,21005,32520,46451286,0.022667,True,39293693,371694312,9.459,6.767,vocsc+zstd,False,True,21
GSE138038,Mus musculus,Mus musculus,10xv3,171540,988,57180,2436294,0.014375,True,3370586,19494308,5.784,11.068,vocsc+zstd,False,True,1
GSE138121,Homo sapiens,Homo sapiens,10xv2,115818,6495,38606,41675309,0.055402,True,31001542,333428456,10.755,5.951,vocsc+zstd,False,True,7
GSE138222,Mus musculus,Mus musculus,10xv2,171540,28316,57180,40295319,0.008296,True,34280582,322475820,9.407,6.806,vocsc+zstd,False,True,28
GSE138626,Drosophila melanogaster,,,72834,27917,24278,13618771,0.006698,True,12044371,109061840,9.055,7.075,vocsc+zstd,False,True,28
GSE138689,Mus musculus,Mus musculus,10xv2,171540,161222,57180,25187402,0.000911,True,25300869,202144108,7.99,8.036,vocsc+zstd,False,True,158
GSE138814,Homo sapiens,Homo sapiens,10xv2,115818,887,38606,11163710,0.10867,True,8545769,89313232,10.451,6.124,vocsc+zstd,False,True,1
GSE139088,Mus musculus,Mus musculus,unknown,171540,17191,57180,1297797,0.00044,True,3262506,10451144,3.203,20.111,vocsc+zstd,False,True,17
GSE139103,Mus musculus,Mus musculus,10x_suspect,171540,362349,57180,32150123,0.000517,True,36606133,258650384,7.066,9.109,vocsc+zstd,False,True,354
GSE139107,Mus musculus,Mus musculus,10x_suspect,171540,455656,57180,137813616,0.001763,True,147743088,1104331556,7.475,8.576,vocsc+zstd,False,True,445
GSE139324,Homo sapiens,Homo sapiens,unknown_sc,115818,134589,38606,273361042,0.017537,True,234670155,2187426696,9.321,6.868,vocsc+zstd,False,True,132
GSE139342,Homo sapiens,Homo sapiens,10xv2,115818,8004,38606,29823542,0.032172,True,22844468,238620356,10.445,6.128,vocsc+zstd,False,True,8
GSE139448,Homo sapiens,Homo sapiens,10xv2,115818,13791,38606,51751732,0.032401,True,39385614,414069024,10.513,6.088,vocsc+zstd,False,True,14
GSE139598,Macaca mulatta,Macaca mulatta,seqwell,106296,143528,35432,270391259,0.017723,True,224248553,2163704188,9.649,6.635,vocsc+zstd,False,True,141
GSE139658,Mus musculus,Mus musculus,dropseq,171540,185225,57180,100218544,0.003154,True,106553281,802489256,7.531,8.506,vocsc+zstd,False,True,181
GSE139842,Mus musculus,Mus musculus,10xv2,171540,5422,57180,13234432,0.014229,True,11804963,105897148,8.971,7.136,vocsc+zstd,False,True,6
GSE140182,Homo sapiens,Homo sapiens,10xv3,115818,1982,38606,3640661,0.01586,True,3987335,29133220,7.306,8.762,vocsc+zstd,False,True,2
GSE140231,Homo sapiens,Homo sapiens,10xv2,115818,745551,38606,39546967,0.000458,True,51033684,319357944,6.258,10.324,vocsc+zstd,False,True,729
GSE140348,Mus musculus,Mus musculus,10xv2,171540,3691,57180,4402344,0.006953,True,5180369,35233520,6.801,9.414,vocsc+zstd,False,True,4
GSE140553,Homo sapiens,Homo sapiens,10xv3,115818,17363,38606,149513879,0.07435,True,98912683,1196180488,12.093,5.292,vocsc+zstd,False,True,17
GSE140628,Mus musculus,Mus musculus,10x_suspect,171540,1966,57180,6857999,0.020335,True,6830867,54871860,8.033,7.968,vocsc+zstd,False,True,2
GSE140879,Mus musculus,Mus musculus,10xv3,171540,4728,57180,18376673,0.022658,True,15580177,147032300,9.437,6.783,vocsc+zstd,False,True,5
GSE140968,Mus musculus,Mus musculus,10xv3,171540,9984,57180,32564416,0.019014,True,25833827,260555268,10.086,6.347,vocsc+zstd,False,True,10
GSE141036,Mus musculus,Mus musculus,10x_suspect,171540,14437,57180,30916205,0.012484,True,26160904,247387392,9.456,6.769,vocsc+zstd,False,True,15
GSE141038,Mus musculus,Mus musculus,10x_suspect,171540,12412,57180,13329755,0.006261,True,13084971,106687692,8.153,7.853,vocsc+zstd,False,True,13
GSE141087,Homo sapiens,Homo sapiens,10xv3,115818,7952,38606,22927265,0.024894,True,19380142,183449932,9.466,6.762,vocsc+zstd,False,True,8
GSE141115,Mus musculus,Mus musculus,10xv3,171540,91123,57180,60719919,0.003885,True,58179969,486123848,8.356,7.665,vocsc+zstd,False,True,89
GSE141263,Mus musculus,Mus musculus,10xv2,171540,44324,57180,39270721,0.005165,True,34170578,314343068,9.199,6.961,vocsc+zstd,False,True,44
GSE141273,Drosophila melanogaster,,,72834,47103,24278,78989469,0.023024,True,60388145,632104168,10.467,6.116,vocsc+zstd,False,True,46
GSE141348,Mus musculus,Mus musculus,10xv3,171540,21028,57180,107399366,0.029774,True,80816986,859279044,10.632,6.02,vocsc+zstd,False,True,21
GSE141383,Homo sapiens,,,115818,29873,38606,24997098,0.007225,True,23843518,200096280,8.392,7.631,vocsc+zstd,False,True,30
GSE141530,Mus musculus,Mus musculus,10x_suspect,171540,25388,57180,150880461,0.034645,True,105996143,1207145244,11.389,5.62,vocsc+zstd,False,True,25
GSE141590,Drosophila melanogaster,Drosophila melanogaster,scATAC,72834,2623,24278,1185793,0.006207,True,1373856,9496840,6.913,9.269,vocsc+zstd,False,True,3
GSE141701,Drosophila melanogaster,Drosophila melanogaster,10xv3,72834,2304,24278,6182078,0.03684,True,5064590,49465844,9.767,6.554,vocsc+zstd,False,True,3
GSE141784,Mus musculus,,,171540,8088,57180,23457569,0.016907,True,19654850,187692908,9.549,6.703,vocsc+zstd,False,True,8
GSE141786,Mus musculus,Mus musculus,unknown,171540,699477,57180,30730647,0.000256,True,37495750,248643088,6.631,9.761,vocsc+zstd,False,True,684
GSE141807,Drosophila melanogaster,Drosophila melanogaster,10xv2,72834,33395,24278,22187951,0.009122,True,17716278,177637192,10.027,6.388,vocsc+zstd,False,True,33
GSE141809,Mus musculus,,,171540,2988,57180,3268247,0.006376,True,4442943,26157932,5.888,10.875,vocsc+zstd,False,True,3
GSE141946,Homo sapiens,Homo sapiens,dropseq,115818,65819,38606,91636163,0.012021,True,78228788,733352584,9.374,6.83,vocsc+zstd,False,True,65
GSE142243,Mus musculus,,,171540,3538,57180,3941509,0.006494,True,5092190,31546228,6.195,10.336,vocsc+zstd,False,True,4
GSE142277,Homo sapiens,Homo sapiens,dropseq,115818,1629,38606,6673463,0.035372,True,5156205,53394224,10.355,6.181,vocsc+zstd,False,True,2
GSE142286,Homo sapiens,Homo sapiens,10xv3,115818,1604,38606,18226948,0.098115,True,13941295,145822004,10.46,6.119,vocsc+zstd,False,True,2
GSE142298,Homo sapiens,,,115818,655,38606,425631,0.005611,True,1414289,3407672,2.409,26.582,vocsc+zstd,False,True,1
GSE142345,Mus musculus,Mus musculus,10xv2,171540,6114,57180,2445780,0.002332,True,3922125,19590700,4.995,12.829,vocsc+zstd,False,True,6
GSE142356,Homo sapiens,Homo sapiens,dropseq,115818,2907,38606,8165891,0.024254,True,6847915,65338760,9.541,6.709,vocsc+zstd,False,True,3
GSE142420,Mus musculus,,,171540,2000,57180,6408032,0.018678,True,6269919,51272260,8.177,7.828,vocsc+zstd,False,True,2
GSE142449,Homo sapiens,Homo sapiens,10xv3,115818,10682,38606,10976959,0.008873,True,10597407,87858404,8.291,7.723,vocsc+zstd,False,True,11
GSE142483,Macaca mulatta,Macaca mulatta,10xv3,106296,109901,35432,50452624,0.004319,True,47580192,404060600,8.492,7.545,vocsc+zstd,False,True,108
GSE142529,Mus musculus,Mus musculus,10xv3,171540,4909,57180,22194155,0.026356,True,19012632,177572880,9.34,6.853,vocsc+zstd,False,True,5
GSE142581,Mus musculus,Mus musculus,10xv2,171540,28158,57180,75368999,0.015604,True,60033595,603064628,10.045,6.372,vocsc+zstd,False,True,28
GSE142595,Homo sapiens,,,115818,539193,38606,476850871,0.007636,True,472739057,3816963744,8.074,7.931,vocsc+zstd,False,True,527
GSE142744,Homo sapiens,,,115818,41261,38606,4747757,0.000994,True,6486799,38147104,5.881,10.93,vocsc+zstd,False,True,41
GSE142754,Mus musculus,,,171540,40391,57180,56668747,0.008179,True,50098592,453511544,9.052,7.072,vocsc+zstd,False,True,40
GSE142768,Mus musculus,,,171540,28864,57180,98627998,0.019919,True,71768271,789139444,10.996,5.821,vocsc+zstd,False,True,29
GSE142784,Homo sapiens,Homo sapiens,10x_suspect,115818,119963,38606,15334632,0.001104,True,16478815,123156912,7.474,8.597,vocsc+zstd,False,True,118
GSE142786,Homo sapiens,Homo sapiens,bd_rhapsody,115818,4241,38606,2416416,0.00492,True,3093019,19348296,6.255,10.24,vocsc+zstd,False,True,5
GSE142787,Drosophila melanogaster,Drosophila melanogaster,10xv2,72834,98496,24278,53407808,0.007445,True,43103661,427656452,9.922,6.457,vocsc+zstd,False,True,97
GSE143190,Homo sapiens,Homo sapiens,dropseq,115818,8501,38606,1210505,0.001229,True,2353191,9718048,4.13,15.552,vocsc+zstd,False,True,9
GSE143351,Mus musculus,Mus musculus,10xv3,171540,6020,57180,7614708,0.007374,True,7829762,60941748,7.783,8.226,vocsc+zstd,False,True,6
GSE143545,Mus musculus,,,171540,4942,57180,1210563,0.001428,True,2233428,9704276,4.345,14.76,vocsc+zstd,False,True,5
GSE143686,Homo sapiens,Homo sapiens,10xv2,115818,26104,38606,91207883,0.030168,True,67888757,729767484,10.749,5.955,vocsc+zstd,False,True,26
GSE143704,Homo sapiens,Homo sapiens,10xv3,115818,162817,38606,103363340,0.005481,True,94828349,827557992,8.727,7.339,vocsc+zstd,False,True,160
GSE143783,Homo sapiens,Homo sapiens,dropseq,115818,929936,38606,204630001,0.0019,True,214522640,1640759756,7.648,8.387,vocsc+zstd,False,True,909
GSE143791,Homo sapiens,Homo sapiens; Mus musculus,10xv2,115818,151490,38606,183493508,0.010458,True,159938093,1468554028,9.182,6.973,vocsc+zstd,False,True,148
GSE143916,Mus musculus,Mus musculus,10xv2,171540,6174,57180,17025507,0.016076,True,13836798,136228756,9.845,6.502,vocsc+zstd,False,True,7
