gse_id,nnz,nrows,ncols,experiment,codec,level,file_bytes,raw_int32_bytes,ratio_vs_int32,ratio_vs_theory,write_median_s,read_median_s,write_mbps,read_mbps,H_value_bits,H_gap_bits,pz_default_bytes
GSE202575,4455296,72834,3778,alt_codec_raw,gzip-6,6,9269296,35642368,3.845207661941101,1.9433123410805349,1.995184046216309,0.11608685832470655,17.864200582193213,307.0318941727644,1.7799907382909843,6.785882632066644,3879115
GSE202575,4455296,72834,3778,alt_codec_raw,gzip-9,9,8474125,35642368,4.20602339474577,1.7766043604993398,15.133076725061983,0.11545999813824892,2.3552624920596914,308.69884440256715,1.7799907382909843,6.785882632066644,3879115
GSE202575,4455296,72834,3778,alt_codec_raw,bz2-9,9,4794794,35642368,7.433555643892104,1.0052308560584216,3.636545638553798,1.2177454796619713,9.801160646006482,29.26914416458668,1.7799907382909843,6.785882632066644,3879115
GSE202575,4455296,72834,3778,alt_codec_raw,brotli-1,1,10114773,35642368,3.523793168665278,2.1205669986294735,0.16244929702952504,0.15603658324107528,219.40610794715857,228.4231509025856,1.7799907382909843,6.785882632066644,3879115
GSE202575,4455296,72834,3778,alt_codec_raw,brotli-4,4,7732568,35642368,4.609383066531067,1.6211365806685243,0.5191497718915343,0.0857445108704269,68.65527046296523,415.68104638046253,1.7799907382909843,6.785882632066644,3879115
GSE202575,4455296,72834,3778,alt_codec_raw,brotli-11,11,5329081,35642368,6.6882766465737715,1.1172443812256938,81.52354124002159,0.0718656568787992,0.43720338270220316,495.95828589044334,1.7799907382909843,6.785882632066644,3879115
GSE202575,4455296,72834,3778,alt_codec_raw,lzma-6,6,4936992,35642368,7.219450223942028,1.0350427347897695,19.242416735738516,0.3687412030994892,1.8522812643279996,96.65957506349898,1.7799907382909843,6.785882632066644,3879115
GSE295234,7923237,115818,80148,entropy,theory,0,11517842,63385896,5.503278795885144,1.0,0,0,0,0,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,entropy,value_entropy_only,0,758811,63385896,83.53314916950019,15.178796544336214,0,0,0,0,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-1,1,9443965,63385896,6.711788533735565,0.8199422207991104,0.15679825097322464,0.06835069600492716,404.25129493838534,927.3628463919481,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-2,2,9483536,63385896,6.683782926537106,0.8233778470026426,0.1591925281099975,0.06886669574305415,398.17130083016303,920.4143645354592,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-3,3,9535859,63385896,6.647109190687488,0.8279206250433143,0.16634152084589005,0.06919920910149813,381.0587740070319,915.9916250925436,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-4,4,9534647,63385896,6.647954140305352,0.8278153969985674,0.17237170320004225,0.0691617070697248,367.7279670807619,916.4883095800113,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-5,5,9499525,63385896,6.672533205607649,0.8247660410682027,0.1796575398184359,0.06891088979318738,352.81511738421085,919.8240828152303,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-6,6,9440521,63385896,6.714237063823067,0.8196432064541365,0.18358874786645174,0.06865083100274205,345.2602446317075,923.3085029585184,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-7,7,9447140,63385896,6.709532832158727,0.8202178800747469,0.18879375187680125,0.06867693783715367,335.74149234219857,922.9575166892305,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-8,8,9430654,63385896,6.721261961259526,0.8187865355650951,0.1931504881940782,0.068632529117167,328.16844830498,923.5547169155004,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-9,9,9422742,63385896,6.726905607730743,0.8180996013323907,0.1988440570421517,0.06860392168164253,318.77189061055634,923.9398338500698,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-10,10,9409673,63385896,6.73624853913627,0.8169649269785971,0.2139786654151976,0.0694331731647253,296.225307681997,912.9050727614225,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-12,12,9373708,63385896,6.762094146734675,0.8138423802547328,0.2743148747831583,0.06833882117643952,231.0698464678796,927.5239886908221,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-15,15,9278560,63385896,6.831436774671932,0.8055814578111835,0.36015292815864086,0.06812366982921958,175.99716965810606,930.453338155493,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-19,19,9279093,63385896,6.831044370392666,0.8056277338407628,0.6739321267232299,0.06881967280060053,94.05382750959325,921.0432630747249,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,zstd_level,zstd-22,22,9259067,63385896,6.845818914583942,0.8038890400915035,0.7415106017142534,0.06843430688604712,85.4821169831719,926.2298236693849,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,lz4-0,0,28113577,63385896,2.254636469774017,2.4408718964954645,0.12168606789782643,0.04873583372682333,520.8969037706264,1300.6014497524343,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,lz4-9,9,18230427,63385896,3.4769287631057684,1.5827988350757403,4.927690906450152,0.04335505096241832,12.863204531970618,1462.0187173795534,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,gzip-1,1,19624103,63385896,3.2300022069798553,1.7038003206291514,0.776975785382092,0.22777924500405788,81.58027211726917,278.2777508937251,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,gzip-6,6,16616064,63385896,3.8147359085761825,1.442636902731019,3.461546517908573,0.18938329070806503,18.311438448701548,334.69634920278986,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,gzip-9,9,16179210,63385896,3.917737392616821,1.404708443770723,11.08944812323898,0.1854962557554245,5.715874703193651,341.7098406750261,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,bz2-9,9,10853733,63385896,5.8400087785465145,0.9423408430654487,12.10265955934301,2.135417870711535,5.2373526404836666,29.68313456086204,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,brotli-1,1,18204655,63385896,3.481850988112656,1.5805612631539432,0.2672653957270086,0.25241870107129216,237.16461993734464,251.11410418872862,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,brotli-4,4,14866388,63385896,4.263705212052853,1.2907268495786721,0.9192208461463451,0.17598310764878988,68.9561124138264,360.1817063402441,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,brotli-11,11,11214751,63385896,5.652010998728371,0.973685082552619,173.0062865759246,0.14146203780546784,0.3663791487263835,448.0770741275861,0.7661629022286139,10.93962963478809,10479837
GSE295234,7923237,115818,80148,alt_codec_raw,lzma-6,6,10837160,63385896,5.848939759125084,0.9409019450575353,23.271741847973317,0.6785392477177083,2.7237280481228843,93.41522426772039,0.7661629022286139,10.93962963478809,10479837
GSE223222,11530239,115818,6717,entropy,theory,0,12018523,92241912,7.674978959010498,1.0,0,0,0,0,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,entropy,value_entropy_only,0,1799549,92241912,51.25832692473798,6.67862768073914,0,0,0,0,1.2485776231824826,7.090403396865599,9926083
